Word,Freq
இடம்,47
அதற்கான,47
வர்த்தமானப்,46
வலயக்,46
அறிக்கையை,46
9,46
ஒதுக்கீடு,46
முகாமையாளர்,46
அறிவிக்கின்றேன்,46
மே,46
விஞ்ஞான,46
மாவட்டத்தில்,46
அறியத்தருகின்றேன்,46
ஒப்பந்தம்,46
நடைபெறும்,46
நாள்,46
அடிப்படை,45
வீடமைப்பு,45
பத்திரிகையில்,45
இந்தப்,45
செயலாளரின்,45
அவ்வாறான,45
உறுப்பினர்,45
வருமானம்,44
கடிதத்துடன்,44
வழங்குவதற்கு,44
நிதிச்,44
கொடுத்தல்,44
``,44
ஒன்றினை,44
தருகிறேன்,44
07,44
சேவைக்கு,44
இறுதி,44
தவணைக்,44
உத்தியோகத்தர்களுக்கு,44
மிக,43
கல்விச்,43
ஒழுங்குவிதிகள்,43
மிகவும்,43
கூட்டுத்தாபனம்,43
–,43
திகதியுடைய,43
மாகாணம்,43
வங்கி,43
என்பது,43
பெற்றுக்கொள்ளல்,43
பிரயாணச்,43
வர்த்தக,43
இந்தக்,43
வருட,42
அமைவாக,42
மீள,42
விபரங்கள்,42
அரசாங்கத்தின்,42
மாத்திரமே,42
சிபாரிசு,42
இதற்கு,42
பாடநெறி,42
ஒருவரின்,42
அதனை,42
வலய,42
முதலீடு,42
உள்ளிட்ட,42
எத்தனை,42
எனும்,42
பொருத்தமான,42
21,41
அலுவலகம்,41
சமர்ப்பித்தல்,41
அவர்களுக்கு,41
குற்றவியல்,41
இதற்காக,41
அலுவலக,41
முன்னேற்ற,41
போன்ற,41
பெற்றுத்,41
பதவியில்,41
மாணவர்கள்,41
முடிவடையும்,41
மட்டத்தில்,40
கொள்வதற்கு,40
தகவல்கள்,40
ஒரே,40
ஒருவரை,40
மணிக்கு,40
பழைய,40
13,40
செலுத்துதல்,40
22,40
காலப்பகுதியில்,40
உட்பிரிவின்,40
கீழே,40
அரைச்,40
சக்தி,39
கருத்திட்டங்கள்,39
தவிர்ந்த,39
பொறுப்பான,39
மேலே,39
ஒற்றோபர்,39
கொழும்பு,39
—,39
மாத,39
பிரதிகள்,39
லீவுகள்,39
அங்கீகரிக்கப்பட்ட,39
எந்தவொரு,39
செலுத்தப்பட்ட,39
தொடர்புடைய,39
பஸ்பாகெ,38
அபிவிருத்திக்,38
உதவிப்,38
அறவீட்டுச்,38
ஆகக்,38
தீர்மானம்,38
சட்ட,38
கண்டி,38
கணக்காய்வு,38
ரவி,38
செலுத்தப்படும்,38
இருப்பின்,38
வெளியிடப்பட்டதும்,38
உயர்,38
என்னும்,38
சிரேஷ்ட,38
எல்,38
எதிர்காலத்தில்,38
கலந்து,38
தரம்,38
தனிப்பட்ட,38
ஒன்றில்,38
திருத்தம்,37
ஆசிரியர்கள்,37
போக்குவரத்து,37
பெறுகின்ற,37
செய்யப்பட்டுள்ள,37
08,37
அரசின்,37
சம்பளத்தை,37
வரி,37
ஆசிரிய,37
இளைஞர்,37
நடைபெற்ற,37
சிங்கள,37
கருணாநாயக்க,37
பல,37
உறுதி,37
முதலீட்டு,37
சபைக்கு,37
வீதம்,37
முடியாது,36
இருத்தல்,36
தொடர்புடையது,36
பொருட்டு,36
விலை,36
மாணவர்களின்,36
கணக்கு,36
ஆங்கில,36
இசை,36
செலுத்தப்பட,36
பத்திரம்,36
அவரின்,36
தெரிவிப்பாரா,36
லீவினைப்,36
சபையில்,36
எரிபொருள்,36
காப்புறுதி,36
முழுச்,36
உடனடியாக,36
உணவு,35
என்னிடம்,35
வழங்கப்பட,35
திகதியன்று,35
ஏன்,35
பெறுமதி,35
இணைத்து,35
இடமாற்றம்,35
31ஆம்,35
மத,35
நாவலப்பிட்டிய,35
பாராளுமன்ற,35
பரீட்சையில்,35
கட்டாய,35
திகதியிலிருந்து,35
ஆவணங்கள்,35
பணிகளை,35
உறுப்புரையின்,35
குழுவின்,35
மாதாந்தம்,35
ஆணைக்குழு,35
கோரளை,34
வருகை,34
இப்பாராளுமன்றம்,34
செய்யப்படுகின்ற,34
கொள்வதற்காக,34
முதியோர்,34
இ,34
செய்யப்பட்டுள்ளது,34
நிலையங்கள்,34
தான்,34
அதிபதியின்,34
நாயகத்தின்,34
பின்,34
நிறுவனங்களின்,34
தயாரிப்பு,34
அனர்த்த,34
பணத்தொகை,34
சமர்ப்பிக்கப்பட்டதும்,34
புத்திக,34
அறிக்கைகள்,34
38ஆம்,34
அவ்வாறே,34
உங்களது,34
அறவீடு,34
இருக்கும்,34
நிர்மாண,33
வருடத்தின்,33
நன்மைகள்,33
தீர்மானிக்கின்றது,33
கணக்காளர்,33
செயலாளர்கள்,33
வது,33
நிலையில்,33
செயலாளருக்கு,33
இன்,33
அடுத்த,33
துறையில்,33
மேற்பட்ட,33
மாத்திரமேயாகும்,33
பிரிவுகளின்,33
கூட்டிணைக்கப்பட்ட,33
கல்வித்,33
தேசியப்,33
செல்லும்,33
வைத்தல்,33
காரியாலயத்தில்,33
படிகள்,33
கிடையாது,33
நாட்கள்,33
முதலீடுகளை,33
பயணம்,32
எடுக்கும்,32
எல்லா,32
வேண்டுகிறேன்,32
இல்,32
பத்திரண,32
மாவட்டத்தின்,32
அமைச்சரும்,32
மொழிக்,32
ஏற்பட்ட,32
தகைமை,32
தொடக்கம்,32
1971ஆம்,32
2008.12,32
பிரிவிற்கமையவும்,32
தேயிலைச்,32
ஐ,32
உத்தியோகத்தர்களின்,32
மேம்படுத்துவதற்கும்,32
ED,32
காரியாலய,32
வடக்கு,32
நீதி,32
இறக்குமதி,32
உ,32
இதுவரை,32
பொறியியல்,32
ஜயசேகர,32
அபிவிருத்திக்கு,32
முகவரி,31
காலத்திற்கு,31
கழகங்களினாலும்,31
உபகரணங்கள்,31
இவர்களுக்கு,31
157,31
ஒப்பந்தமானது,31
2011.09.07,31
கைச்சாத்திடப்பட்டதும்,31
காப்பதற்குமாக,31
சமர்ப்பிக்கப்பட்ட,31
உள்ளூராட்சி,31
பெரேரா,31
கட்டியமைக்கப்பட்ட,31
வங்கியின்,31
மணி,31
சுதேசிகளினாலும்,31
அரசினாலும்,31
பங்களிப்பு,31
தயாரிக்கப்பட்ட,31
மின்,31
கொடுப்பனவு,31
செலவுகள்,31
முந்திய,31
விசாரணை,31
சட்டங்களின்,31
ஆய்வு,31
கம்பனிகளினாலும்,31
அனுமதிக்கப்பட்ட,31
செலுத்தி,31
திட்டங்கள்,31
கட்டளைச்,31
அதிகாரம்,31
செலவுத்,31
40,31
மேற்கொள்ளுமாறு,31
குறித்து,31
ஆ,31
காரணம்,31
மாவட்டச்,31
குமார,31
வகுப்பு,31
சம்பளத்துடன்,30
திருத்தச்,30
விவசாய,30
சுற்றாடல்,30
செய்வதற்கான,30
ஆரம்பக்,30
மொத்த,30
வருமான,30
கிடைக்கப்,30
வசதிகளை,30
ஒத்துழைப்பை,30
மூலமாக,30
பதிலாக,30
மாணவர்,30
பயணச்,30
க்கு,30
பாடசாலைகள்,30
எனவே,30
அங்கீகரிக்கப்படுதல்,30
சொந்தமான,30
நிகழ்ச்சிகளை,30
வள,30
தொகையை,30
சம்பளத்துடனான,30
எதிராக,30
ரூபவாஹினி,30
பின்வருமாறு,30
ஈ,30
கூட்டம்,30
கடிதத்தில்,30
ஜே,29
20,29
பெற்றுள்ள,29
சனவரி,29
தபால்,29
சில,29
பெற,29
கொள்கை,29
தேர்தல்,29
சட்டக்கோவை,29
தொலைபேசி,29
யாதேனுமொரு,29
சிங்களம்,29
18,29
காலி,29
இவ்,29
வயது,29
இலங்கைத்,29
அட்டை,29
பரிந்துரை,29
தற்காலிகமாக,29
அமைச்சரவையின்,29
24,29
வேறொரு,29
அனுப்பப்பட்ட,29
முடியாத,29
35,29
தகைமைகள்,29
அந்தக்,29
ஆலோசகர்களின்,29
பயன்படுத்தி,29
அரசாங்கத்தினால்,29
அரசாங்கத்திற்கும்,29
16,29
ஒழுக்காற்று,29
வாடகை,29
மீது,29
மாதத்திற்கு,29
பதவிநிலை,28
அளவுத்,28
கிழக்கு,28
அமய,28
லங்கா,28
வருகின்ற,28
இச்,28
எழுத்து,28
2008,28
உள்ளூர்,28
அறிக்கையும்,28
வெளியே,28
ரீதியில்,28
சாதாரண,28
வேலைத்திட்டம்,28
ஒன்றுக்கு,28
அமைச்சரினால்,28
செய்யப்பட்டது,28
நாடு,28
பிரேரணை,28
கட்டம்,28
நிலையியற்,28
ஒதுக்கப்பட்ட,28
உதவிச்,28
தயாசிறி,28
17,28
குறிப்பிடப்பட்டுள்ளவாறு,28
தரத்தில்,28
தவணை,28
நடத்த,28
வழங்குவதற்காக,28
முற்பணம்,28
பங்கு,28
ஆண்டுகளில்,28
கொள்வனவு,28
மேற்,28
தொழில்,27
சேர்ந்த,27
நிபந்தனைகள்,27
அனுப்ப,27
தயாரித்து,27
எதிர்கால,27
குறிப்பிடப்பட்ட,27
I,27
உள்ளக,27
நபர்,27
ஆரம்பிக்கப்பட்ட,27
உள்நாட்டு,27
அதிகாரசபைகள்,27
தலைவருக்கு,27
வார,27
கொள்ளும்,27
நியமிப்புச்,27
வட்டி,27
கணக்குகளும்,27
எனப்,27
வித்தியாலயம்,27
அதே,27
மூன்றாம்,27
உட்பட,27
கீழான,27
ஏற்படும்,27
மின்சார,27
கடிதங்கள்,27
ஆட்சேர்ப்புத்,27
இற்றைவரை,26
உயர்வு,26
திட்ட,26
கருத்திட்டம்,26
குறிப்பிட்டுள்ள,26
உத்தியோகபூர்வ,26
பாடசாலைகளின்,26
ரூபவாஹினிக்,26
அத்தியாயமான,26
எவ்வாறாயினும்,26
மீளச்,26
சங்கத்தின்,26
அதிபர்கள்,26
கூட்டுத்தாபன,26
முதலாம்,26
மனித,26
கொள்முதல்,26
அறியத்தருகிறேன்,26
2006,26
மாதிரிப்,26
அமர்வு,26
விழா,26
அவை,26
வரையிலான,26
பொலிஸ்,26
மாதிரி,26
சனாதிபதியினால்,26
மாடி,26
மதிப்பீட்டு,26
கல்விக்,25
இருந்த,25
ஆணைக்குழுவின்,25
ஐந்து,25
அவற்றின்,25
உங்களின்,25
ஏற்றுக்கொள்வாரா,25
உத்தியோகத்தர்களை,25
பிரிவுகள்,25
குழுவினால்,25
அபிவிருத்திச்,25
தொடக்கம்,25
வழங்கிய,25
அதிகாரிக்கு,25
வேண்டி,25
விமான,25
நிறுவனத்தினால்,25
சுற்றறிக்கை,25
44,25
விதிகள்,25
ஒப்பம்,25
பொறியியலாளர்,25
தரத்திற்கு,25
குறிப்பு,25
இங்கு,25
போட்டி,25
மேல்,25
மேற்கொள்ளப்படும்,25
பெறுவதற்கு,24
பகுதி,24
பந்தி,24
நி,24
பொறுப்பு,24
தொழினுட்ப,24
தொழில்நுட்பம்,24
செலவினம்,24
ஆவணங்களை,24
காலத்தில்,24
மாட்டாது,24
பணிகளுக்காக,24
அதிகாரியினால்,24
திணைக்கள,24
கொள்கிறேன்,24
மாணவர்களுக்கு,24
ஓய்வூதியம்,24
சுற்றுலா,24
கிராமிய,24
வாகனம்,24
எடுக்க,24
வேலைகள்,24
அறிந்து,24
அதாவது,24
எண்,24
அளவை,24
நிலைமை,24
பெறப்பட்டுள்ளது,24
எனவும்,24
ஒன்றின்,24
துறை,24
சமமான,24
48,24
கீழ்வரும்,24
அனுப்புகிறேன்,24
ஏற்ற,24
எடுக்குமாறு,24
தொடர்,24
பொதுவாக,24
பட்டுள்ளது,24
படிவத்தில்,24
ஏக்கர்,24
தலைவரின்,24
மதுவரிக்,24
தொடர்பாக,24
இத்தால்,24
சேவையாற்றுகின்ற,24
09,23
அஜித்,23
அதிகாரசபைச்,23
மேற்கூறப்பட்ட,23
கருத்திற்,23
பெற்றுக்கொடுக்க,23
பெற்றுக்கொண்ட,23
பண்டார,23
மாத்தறை,23
வேண்டியதுடன்,23
நவெம்பர்,23
பெயர்களையும்,23
நியமன,23
நடத்தை,23
அரசக௫ம,23
சேவையிலிருந்து,23
பெருந்தோட்டக்,23
உறுப்புரையுடன்,23
முறையான,23
விதிக்கப்பட்டு,23
மேம்படுத்தல்,23
பிரிவினால்,23
வருடத்தில்,23
கடிதத்தின்,23
நேரடி,23
நடைமுறைப்படுத்த,23
நேரடியாக,23
கேள்விப்,23
பேரில்,23
எந்த,23
வாகன,23
சிவில்,23
பராமரிப்பு,23
செய்தி,23
நான்கு,23
ஆலோசனை,23
முழு,23
செய்யுமாறு,23
திசாநாயக்க,23
அறவிடப்பட,23
ஜயவர்தனபுர,23
III,23
பல்கலைக்கழக,22
தேவைப்படும்,22
வெளிநாடு,22
பாடசாலைகளுக்கு,22
’,22
தற்போதைய,22
கடமைகளை,22
தினத்தில்,22
ஏதேனுமொரு,22
நாடகம்,22
பெண்,22
மேலதிகச்,22
கருத்திட்டத்தின்,22
தொலைபேசி,22
பொருட்கள்,22
விண்ணப்ப,22
மேற்கொள்ளப்படும்,22
செய்யப்பட,22
எண்ணிக்கையை,22
அனுப்புதல்,22
தொழிலாளர்,22
பணத்தை,22
நிறுவகத்தின்,22
அறிவு,22
அமைப்பு,22
தாபன,22
என்பவற்றை,22
சபைகள்,22
27,22
இல்லை,22
புதிதாக,22
நில,22
மட்டும்,22
நடைமுறைப்படுத்தல்,22
இருக்க,22
வசிக்கும்,22
பரிசோதனை,22
பதவியின்,22
வினைத்திறன்காண்,22
போதிலும்,22
எதிர்பார்க்கப்படும்,22
கட்டிட,22
அதிக,22
காலத்தை,22
சுற்று,21
குறிப்பிடப்படும்,21
வீர,21
நடவடிக்கைமுறைச்,21
11ஆம்,21
பிரதேசத்தில்,21
போன்று,21
உங்களால்,21
கவனத்தில்,21
தயார்,21
நடைமுறைப்படுத்தப்பட்ட,21
நேரலை,21
காலத்திற்குள்,21
ஏற்றம்,21
பிரிவுகளில்,21
எல்லை,21
நாட்களில்,21
திட்டத்தை,21
பெரிதும்,21
செல்ல,21
பிறப்புச்,21
லீவை,21
திகதிகளில்,21
அமைச்சினால்,21
காரியாலயத்துக்கு,21
அறவிட்டுக்,21
வீட்டு,21
தேர்ச்சி,21
கேட்டுக்,21
சஜித்,21
மொத்த,21
ஆணைச்,21
கருத்திட்ட,21
செல்வதற்கு,21
அமரகோன்,21
இவ்வாறு,21
எரிசக்தி,21
மொத்தப்,21
எப்போது,21
பெறுதகு,21
வலு,21
லீவுக்,21
முடிவது,21
அப்,21
ஒதுக்கப்பட்டுள்ள,21
வாகனங்களின்,21
மாதத்தில்,21
வேண்டியுள்ள,21
கிடைக்கும்,20
செயலக,20
பெரும்,20
சம்பளத்தில்,20
இதில்,20
ஒவ்வோர்,20
மக்களுக்கு,20
லீவினை,20
விரைவில்,20
ஆராய்ச்சி,20
துறைமுக,20
விநியோகம்,20
ஜனாதிபதி,20
தொழில்நுட்பவியல்,20
சான்றிதழின்,20
சாசன,20
கணினி,20
முன்பு,20
வி,20
ஜனவரி,20
சேவையை,20
அறிவூட்டும்,20
பொதுச்,20
பதவியொன்றில்,20
பெற்றுக்கொள்வதற்கு,20
அறிக்கையின்,20
விதிக்கப்பட்டுள்ள,20
போக்குவரத்து,20
சபையினால்,20
உத்தியோகத்தர்,20
கட்டளையின்,20
அமைச்சரின்,20
படிவத்தை,20
வருடம்,20
கொடுப்பனவுத்,20
ஒத்துழைப்பு,20
அவர்களால்,20
எண்ணிக்கையையும்,20
சேமலாப,20
திருத்த,20
கூட்டுத்தாபனங்களினாலும்,20
விதம்,20
சில்வா,20
நிலவும்,20
ஏற்படுகின்ற,20
நடப்பு,20
II,20
ஊழியர்கள்,20
கமநல,20
மார்ச்,20
பச்பாகே,20
இணைக்கப்பட்டுள்ளது,20
வழிகாட்டல்,20
காணப்படும்,20
முகாமைத்துவம்,20
மாதங்களுக்கு,20
பற்றியும்,20
தர,20
அமைச்சில்,20
பற்றுச்,20
மஹிந்த,20
அந்தந்த,20
சட்டத்தில்,20
பயன்படுத்த,20
சி,20
நடத்துவதற்கு,20
கீழ்க்,20
என்றும்,19
நிலையத்தில்,19
துமான,19
000.00,19
ஜூன்,19
முகவரிகள்,19
செல்வதற்கான,19
அத்தியாயத்தின்,19
10ஆம்,19
திடீர்,19
அவ்வுத்தியோகத்தர்,19
2011.02,19
இன்றைய,19
பரிமாறுவது,19
‘,19
வருடாந்தம்,19
கிடைத்த,19
பட்டியலில்,19
கவனம்,19
அதிகாரியின்,19
நிகழ்ச்சித்திட்டம்,19
இலாபம்,19
டிப்ளோமா,19
இல்லாத,19
அனுப்புவதாக,19
மேற்கொள்ளப்பட்ட,19
பரீட்சைக்கு,19
வைத்தியசாலை,19
தொழிநுட்ப,19
நடைமுறைப்படுத்தும்,19
செலவிடப்பட்ட,19
ஹோட்டல்களுக்குள்,19
மதுபானம்,19
தொடர்புடைய,19
ஆலோசகருக்கும்,19
ஏற்றுக்,19
இயற்கை,19
நிலையத்திலிருந்து,19
செயற்பாடுகள்,19
திசெம்பர்,19
உறுதிப்படுத்தப்பட்ட,19
திட்டத்தில்,19
பெளத்த,19
1957,19
திகதியை,19
விருத்தி,19
பதவியை,19
கூட்டுறவு,19
பாதுகாப்புச்,19
சமர்ப்பிக்கப்,19
அமைச்சருமானவரைக்,19
பிரிவுடன்,19
வெற்றிகரமாக,19
மின்சாரம்,19
நட்டஈடு,19
காரணத்தினால்,19
மேற்கொள்ளப்பட்ட,19
கூட்டுத்தாபனத்திற்கு,19
செய்கின்ற,19
சொந்தமான,19
அத்துடன்,19
நேர,19
அனுப்புமாறு,19
முக்கிய,19
சட்டபூர்வமான,18
தயரரிக்கப்பட்டுள்ள,18
அவதானிப்புக்குட்படுத்தப்பட்டதுமான,18
வளங்கள்,18
கூட்டுத்தாபனச்,18
அவ்,18
இலங்கைக்கு,18
நிர்வாகம்,18
கிடைத்துள்ள,18
49ஆம்,18
ஒ,18
நகர,18
அங்கீகரிக்கப்படல்,18
பட்டதுமான,18
தாமதமின்றி,18
நிதிக்,18
குறிப்பிட்டு,18
கொழும்பு,18
கொடுப்பனவுகள்,18
பாடசாலையில்,18
குறைந்தது,18
பிரதியொன்றை,18
வாகனங்கள்,18
தொழில்சார்,18
முஸ்லிம்,18
குழுக்,18
அனுமதியை,18
கம்பனி,18
தொடர்பு,18
1.00,18
இணைந்து,18
அலுவலகத்திற்கு,18
தொகையினை,18
உரித்துக்,18
சபைச்,18
நடவடிக்கைக்காக,18
அடங்கிய,18
வேலைவாய்ப்பு,18
பகுதியில்,18
காலப்பகுதி,18
நிறுவகம்,18
ஏற்கனவே,18
அதற்கேற்ப,18
எடுத்து,18
சாரதி,18
அரசியல்,18
நிலையத்தின்,18
சேவைப்,18
இற்றைவரையான,18
பெற்றுக்கொள்வதற்காக,18
பேர்,18
சைக்கிள்,18
முடிந்த,18
நிறுவனங்களில்,18
அச்சட்டத்தின்,18
கொடுப்பனவுகள்,18
உலக,18
1689/20,18
சார்பில்,18
அக்,18
ரத்நாயக்க,18
அவற்றை,18
வருடங்கள்,18
அமைச்சுக்கு,17
இறுதியில்,17
கடித,17
வழங்கப்பட்டுள்ளது,17
ரீதியான,17
